439374	Ճապոներեն չեմ խոսում:	1482	I don't speak Japanese.
439376	Դա սյուրպրիզ է:	1567	It's a surprise.
439377	Ցուրտ է:	1813	It's cold.
439378	Անձրև է գալիս:	1862	It is raining.
439379	Մեզ մասին չմոռանաս:	2216	Don't forget about us!
439380	Կարևոր չէ:	2322	It's not important.
439382	Տոմսը չմոռանաս:	2424	Don't forget the ticket.
439383	Բարի վերադարձ:	2441	I'm glad to see you back.
439384	Չգիտեմ:	349064	I don't know.
439385	Դա ոչինչ չի փոխի:	24801	That won't change anything.
439385	Դա ոչինչ չի փոխի:	693597	That will change nothing.
509807	Բարև:	373330	Hello!
719062	Անգույն կանաչ մտահաղացումները զայրացած քնած են:	702472	Colorless green ideas sleep furiously.
983684	Սա ձին.	983650	This is a horse.
1043434	Ես սիրում եմ ակվիտաներեն լեզու:	1031102	I like the Occitan language.
1078383	Բարեւ աշխարհի!	398746	Hello, world!
1441095	,,Բուրջ-խալիֆը,, ներկայումս համարվում է աշխարհի ամենաբարձր երկնաքերը:	1399479	Burj Khalifa is currently the tallest skyscraper in the world.
1442146	Ես բուսակեր եմ:	367935	I am a vegetarian.
1443645	Ես շատ ուրախ Վրաստանում.	1441287	I am very happy in Georgia.
2345969	Գիրքը սեղանի վրա է։	2163151	The book is on the table.
2412741	Ես երկու կատուներ ունիմ:	2412739	I have two cats.
2412742	Ես երկու կատուներ ունեմ:	2412739	I have two cats.
2412749	Հացը թարմ է:	2412748	The bread is fresh.
2412759	Քարտեզը պատի վրա է:	879581	The map is on the wall.
2412781	Կինը սենյակի մեջ է:	2412771	The woman is in the room.
2412864	Աթոռները ծառի տակ են:	2412863	The chairs are under the tree.
2412881	Խնձորը սեղանի վրա է:	2412872	The apple is on the table.
2412896	Տունը փոքր է:	2412891	The house is small.
2413004	Ծառը կանաչ է:	2042316	The tree is green.
2590208	Իմ դանակը սուր է:	2549030	My knife is sharp.
2618354	Ի՟նչ է ուսումնասիրում խորհրդագետը:	2604279	What does a Sovietologist study?
2618470	Շնորհակալություն: - Խնդրեմ:	2077	"Thank you." "You're welcome."
2634793	Ես բժիշկ չեմ:	1194034	I'm not a doctor.
2657712	Դանակ ունե՞մ։	2657711	Do I have a knife?
2705598	Ես երգում եմ:	2283878	I sing.
2705600	Ես չեմ երգում:	2705597	I do not sing.
2760200	Լուսավոր նկար է:	2760199	Bright picture.
2782871	Ես ապրում եմ Երևանում:	2782869	I live in Yerevan.
2782921	Այսօր լավ եղանակ է:	1867475	The weather is good today.
2790068	Մելանին ուտում է խնձորը:	2790056	Melanie is eating an apple.
2844008	ես քեզ սիրում եմ:	1434	I love you.
2844009	Ես քեզ սիրում եմ:	1434	I love you.
2844011	ես քեզ կարոտում եմ:	1308	I miss you.
2844012	Ես քեզ կարոտել եմ:	1308	I miss you.
2844140	ես ուզում էի անընդհատ կարդալ այդ գիրքը:	2844159	I've always wanted to read that book.
2844208	Ջրով լցնել կաթսան:	2844213	Fill the pot with water.
2844214	Սոդան և աղն ավելացնել ջրին։	2844217	Add salt and baking soda to the water.
2844219	Առողջ սնունդը կարևոր է առողջ մարմին, առողջ գիտակցություն և արդյունքում՝ առավելագույն արդյունավետություն ունենալու համար։	2844220	Healthy food is essential for a healthy body and a healthy mind, and as a result, promotes maximum efficiency.
2844225	Այս գիրքը ընդգրկում է բազմազան սննդամթերք և դրան առողջությանը վերաբերող կարևոր փաստեր։	2844231	This book includes a variety of foods and their important facts related to health.
2846391	Ես չեմ սիրում լռությունը:	2150439	I don't like silence.
2847149	Ես ուսուցիչ չեմ:	259070	I am not a teacher.
2847374	Անունդ ի՞նչ է:	408293	What's your name?
2847384	Ի դեպ, որտեղի՞ց ես:	38050	By the way, where are you from?
2847385	Որտեղի՞ց ես:	370703	Where are you from?
2849434	Ձիերը ավելի մեծ են քան շները, բայց կատուները ավելի փոքր են քան շները:	2792560	Horses are bigger than dogs, but cats are smaller than dogs.
2849442	Ես քեզ տալու որևիցե բան չունեմ:	252728	I don't have anything to give to you.
2849454	Ես պարզապես ուզում եմ ի վիճակի լինել այցելել իմ երեխաներին, երբ ուզեմ:	2042792	I just want to be able to visit my children whenever I want to.
2849464	Արդեն ժամը 11 է:	1618	It is already eleven.
2849474	Ես դեռ չգիտեմ,արդյո՞ք նա հասել է այնտեղ, թե ոչ:	28946	I have not yet learned whether he reached there or not.
2849610	Աշխատելիս՝ աշխատիր, խաղալիս՝ խաղա:	320406	Work while you work, play while you play.
2849611	Մինչ ուտելը ես գիրք էի կարդում:	1881	I read a book while eating.
2849612	Ես վազում էի այնքան արագ, որքան կարող էի:	27573	I ran as fast as I could.
2849613	Վազելով այնքան արագ, որքան կարող էի՝ ես կարողացա բռնել իմ ընկերոջը:	39511	Running as fast as I could, I was able to catch up with my friend.
2849672	Ես զգում էի, որ նա կարող է սովորեցնել ինձ կարդալ:	2849674	I felt that he could teach me to read.
2850235	Դա շատ ուժեղ ցնցեց նրան, և որոշ ժամանակ նա չէր ցանկանում որևէ բանի մասին խոսել: Կարծում եմ, որ բավականաչափ ժամանակ կանցնի, մինչ նա նոռմալ վիճակի մեջ կվերադառնա:	310929	It gave her quite a shock, and she didn't want to talk about anything for a while. I think it'll be a while before she's back to normal.
2851021	Լավ կլինի, որ որքան հնարավոր է շուտ տուն գնաս:	16505	You'd better go home as soon as possible.
2851043	Հենց նա հասավ օդանավակայան, զանգահարեց իր գրասենյակ:	18204	As soon as he arrived at the airport, he phoned his office.
2851069	Ես չգիտեմ, Թոմն ինչու չեկավ, և չեմ էլ ուզում հարցնել նրան:	2042763	I don't know why Tom didn't come and I don't want to ask him.
2851232	Google Translate-ը չի կարող արտահայտություններ թարգմանել կամ առանձին բառերի սահմանումներ տալ:	2851208	Google Translate can't translate phrases or give definitions of individual words.
2853475	Google Translate բավարար չէ Ubuntuի Translations-ի համար: Նաեւ դրա դեմ է Ubuntuի քաղաքականությանը:	502135	Google Translate is not good enough for Ubuntu Translations. Furthermore, this is against Ubuntu policy.
