382293	Unu, doi, trei, patru, cinci, șase, șapte, opt, nouă, zece.	413731	One, two, three, four, five, six, seven, eight, nine, ten.
382294	Toate ființele umane se nasc libere și egale în demnitate și în drepturi. Ele sunt înzestrate cu rațiune și conștiință și trebuie să se comporte unele față de altele în spiritul fraternității.	338182	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
399273	Bine ați venit!	138919	Welcome.
399274	Bine ai venit!	138919	Welcome.
399594	„Mulțumesc.” — „Cu plăcere.”	2077	"Thank you." "You're welcome."
399594	„Mulțumesc.” — „Cu plăcere.”	1050524	"Thanks." "You're welcome."
399595	Cu plăcere.	403068	You're welcome.
399597	Vorbiți italiană?	1590	Do you speak Italian?
399598	Vorbești italiană?	1590	Do you speak Italian?
399599	Vorbiți japoneză?	69058	Do you speak Japanese?
399600	Vorbești japoneză?	69058	Do you speak Japanese?
399604	Vorbiți engleză?	378270	Do you speak English?
399605	Vorbești engleză?	378270	Do you speak English?
399606	Mulțumesc!	374827	Thank you!
399606	Mulțumesc!	448645	Thanks!
399606	Mulțumesc!	1876041	Thank you.
399606	Mulțumesc!	2057650	Thanks.
399607	Poftă bună!	2370	Enjoy your meal!
399609	Bună dimineața la toată lumea.	22122	Good morning, everybody.
399610	Bună dimineața.	329713	Good morning!
399610	Bună dimineața.	2258234	Good morning.
399610	Bună dimineața.	2751743	Morning!
399611	Bună seara.	333156	Good evening.
399615	Noapte bună, mamă.	64833	Good night, Mom.
399615	Noapte bună, mamă.	869217	Goodnight, Mother.
399619	Mulțumesc foarte mult!	1564	Thank you very much!
399622	Bună seara, ce faci?	413820	Good evening, how are you?
399623	Bună seara, ce mai faceți?	413820	Good evening, how are you?
399624	Bună, ce faci?	138868	Hello, how are you?
405823	Domnul Spencer lucrează la magazin.	405824	Mr. Spencer works in a shop.
405826	Zăpada a acoperit tot orașul peste noapte.	405827	The snow covered the whole city overnight.
405829	Biroul domnului Popescu este la etajul zece.	405830	Mr. Popescu's office is on the tenth floor.
405832	Nori negri treceau deasupra orașului.	405833	Black clouds were passing above the city.
405835	Transmite-i, te rog, salutări doamnei Andreescu!	405836	Please say hello to Mrs. Andreescu!
405838	Sâmbătă am fost la film, apoi la restaurant.	405839	On Saturday we went to the movies, then to the restaurant.
405841	Am trecut pe la librărie și mi-am cumpărat o carte interesantă.	405842	I dropped by the bookstore and bought an interesting book.
405844	L-am văzut pe Ion la bibliotecă.	405845	I saw John at the library.
405974	Vino aici, fetițo, stai jos!	405975	Come here, little girl, sit down!
405977	Poftiți, doamnă, serviți-vă!	405978	Please, madam, help yourself!
405982	Doamnă Ionescu, aș vrea să vă întreb ceva.	405983	Mrs. Ionescu, I'd like to ask you something.
405985	Domnule, vă rog completați acest formular.	405986	Sir, please fill out this form.
405988	Sora mea mai mică este profesoară, cea mai mare, doctoriță.	405989	My youngest sister is a teacher, my oldest one, a medical doctor.
405991	Clădirea ONU este foarte impunătoare.	405992	The U.N. building is very impressive.
405995	Tatăl meu și-a oferit serviciile unei companii de comerț bine cunoscută.	405997	My father offered his services to a well-known trade company.
405999	În ultima vreme s-a discutat mult despre arhitectura noii școli.	406000	There was a lot of talk lately about the architecture of the new school.
406002	Astăzi vremea e frumoasă.	406004	Today the weather is nice.
406013	Copacii erau foarte rari.	406015	The trees were very scarce.
406017	O ploaie rece a căzut peste oraș.	406018	A cold rain fell over the city.
406020	Este frumos astăzi.	406021	It's nice today.
406022	Românii din Transilvania vorbesc foarte lent.	406024	The Romanians from Transylvania speak very slowly.
406028	Domnul Anton le-a vorbit rece.	406029	Mr. Anton spoke to them coldly.
406031	Îmi place baclavaua.	406032	I like baclava.
406033	Îmi face plăcere să merg pe jos.	406034	I like to walk.
406035	Îți plăcea să mergi la expoziții în România?	406036	Did you enjoy going to exhibits in Romania?
406042	La început vă displăcuse ideea, dar acum păreți mulțumiți.	406043	At the beginning you had disliked the idea, but now you seem to be content.
406044	Daniela mi-a telefonat acasă.	406045	Daniela called me at home.
406046	Ți-aș oferi o cafea dacă ai timp.	406047	I would offer you a coffee if you had the time.
406049	Ni s-a spus că, din cauza zăpezii, putem pleca acasă.	406050	We were told that, due to the snow, we may go home.
406051	O întâlnesc pe Mihaela în fiecare dimineață, la metrou.	406052	I meet Mihaela every morning at the subway.
406053	Am întâlnit-o pe Mihaela la stația de metrou.	406054	I met Mihaela at the subway station.
406055	Când o întâlnisem în București, Anca era studentă.	406056	When I had met her in Bucharest, Anca was a student.
406057	Dacă aș vedea-o pe Anca, probabil că nu aș recunoaște-o.	406058	If I saw Anca, I would probably not recognize her.
406279	Cum eşti?	373320	How are you?
406809	Cum te numești?	70623	What is your name?
406809	Cum te numești?	408293	What's your name?
406815	Cum vă numiți?	70623	What is your name?
406815	Cum vă numiți?	408293	What's your name?
407920	Mie îmi place foarte mult primăvara, nu mi-a plăcut niciodată vara.	407921	As for myself, I like spring very much. I never liked summer.
407922	Dacă ne aduceți câteva cărți, timpul ni se va părea mai scurt.	407923	If you bring us some books, the time will seem shorter to us.
407927	Ar fi bine să ne telefonați sâmbătă.	407929	It would be good to call us on Saturday.
407930	Ți-am spus să vii oricând îți convine.	407932	I told you to come whenever it's convenient to you.
407933	V-am trimis o scrisoare săptămână trecută și vă trimit încă una azi.	407934	I sent you a letter last week and I'll send you one more today.
407936	Dacă așa vi s-a spus, probabil că e corect.	407937	If this is the way you were told, it is probably correct.
407938	Lui Dan i-am cumpărat o cravată, Elenei îi cumpăr un fular.	407940	I bought a tie for Dan and I'll buy a scarf for Elena.
407942	Când îi vedeți pe Popești, transmiteți-le, vă rog, salutări de la noi.	407943	When you see the Popescus, please say hello from us.
407944	Dacă le întâlniți pe surorile Orleanu, invitați-le la ziua Ruxandrei. Să nu-l uitaţi nici pe fratele lor.	407946	If you meet the Orleanu sisters, invite them to Ruxandra's birthday. And don't forget their brother.
407948	Prima dată i-am văzut pe fotbaliștii români la Madrid.	407949	The first time I saw the Romanian soccer players was in Madrid.
407952	Imediat ce îi contactați pe prietenii dumneavoastră, spuneți-le că se apropie o avalanșă.	407953	As soon as you contact your friends, tell them that an avalanche is coming.
407954	Mașina mea e Ford, ca și a dumneavoastră.	407955	My car is a Ford, just like yours.
407957	Numele meu este românesc, al lui e american.	407958	My name is Romanian; his is American.
407959	Copiii noștri sunt la școală, unde sunt ai dumneavoastră?	407960	Our children are at school; where are yours?
407961	Cărțile mele sunt în limba română, ale ei sunt în engleză.	407962	My books are in Romanian; hers are in English.
407963	Care este mai completă, prima ediție sau a doua?	407965	Which is more complete, the first edition or the second?
407974	Profesoara care a luat cuvântul este de la Universitatea București.	407975	The professor that took the floor is from the University of Bucharest.
407991	Colega al cărei soț este francez a plecat la Paris.	407996	The colleague whose husband is French has left for Paris.
407997	Au venit la petrecere toți prietenii cărora le-am trimis invitații.	407999	All my friends to whom I sent invitations came to the party.
408001	Nu mă pot hotărî pe care rochie să o cumpăr.	408003	I can't decide which dress I should buy.
408004	Pentru cine bat clopotele?	408005	For whom do the bells toll?
408008	Nu sunt sigură cui să-i dau acest cadou: fetei sau băiatului?	408009	I'm not sure who I should give this present to, the girl or the boy?
408010	Am găsit un bilet pe birou, dar nu știu al cui este.	408011	I found a note on my desk, but I don't know whose it is.
